total intl minutes,total eve minutes,total day minutes,total intl calls,total eve calls,total day calls,state,number vmail messages,international plan,voice mail plan,customer service calls,account length,churn
13.8,210.4,219.6,8,99,99,OR,25,no,yes,2,163,False
15.0,221.5,134.9,2,114,79,NC,0,no,no,1,127,False
8.6,243.1,136.7,4,137,115,VT,0,no,no,0,122,False
10.6,146.9,209.6,3,140,68,ME,33,no,yes,2,105,False
6.6,155.1,271.7,4,96,112,UT,0,no,no,3,37,False
10.0,238.2,107.3,3,133,140,AR,0,no,no,4,76,True
7.3,112.7,218.5,4,94,76,MN,39,no,yes,1,161,False
9.0,235.4,117.1,2,117,94,IA,0,no,no,0,36,False
11.9,241.0,194.0,5,116,103,KY,0,no,no,0,124,False
9.9,131.4,151.0,7,101,102,VA,0,no,no,0,34,False
8.9,240.1,245.9,5,87,73,CT,0,no,no,3,116,False
2.6,167.4,207.0,6,80,109,WY,0,no,no,1,94,False
11.4,214.8,296.4,3,89,99,IN,0,no,no,4,122,True
13.3,191.1,170.7,4,108,54,MN,0,no,no,1,179,False
13.4,255.8,288.0,4,90,120,SC,0,no,no,0,116,True
4.2,320.5,217.6,3,51,81,MA,0,no,no,0,97,False
11.3,280.4,198.2,7,132,107,MD,39,no,yes,1,75,False
15.9,181.6,127.8,2,112,67,NE,0,no,no,2,80,False
9.3,218.1,179.7,8,129,144,NC,26,no,yes,1,162,True
7.6,223.5,165.3,7,118,97,CT,42,no,yes,3,84,False
7.5,148.2,245.4,6,102,89,MI,35,no,yes,1,67,False
10.8,136.1,171.6,7,78,110,NJ,41,no,yes,0,108,False
9.2,262.0,87.6,5,111,76,OR,0,no,no,1,66,False
11.5,157.1,221.6,3,74,79,ND,40,yes,yes,1,87,False
11.7,225.3,185.3,3,87,87,MI,0,no,no,0,63,False
14.1,288.8,180.8,6,58,109,RI,0,no,no,2,28,False
8.2,144.3,118.1,6,77,90,CT,0,no,no,1,80,False
8.9,274.0,146.7,1,99,64,CT,0,no,no,3,99,False
11.2,167.9,95.0,2,92,89,RI,20,no,yes,0,83,False
11.9,110.4,171.7,4,81,80,MD,0,no,no,2,67,False
8.6,129.1,29.9,6,117,123,SC,43,no,yes,2,36,False
7.7,181.7,158.7,10,91,84,AL,0,no,no,2,117,False
12.1,178.0,186.5,4,106,94,WV,50,no,yes,2,137,False
9.8,200.8,74.5,7,98,117,IL,0,no,no,3,110,False
6.9,134.4,286.7,5,121,100,NM,0,no,no,2,55,False
6.9,285.9,160.4,4,104,120,WA,0,no,no,3,143,False
14.1,286.3,137.8,3,76,86,VT,0,no,no,2,38,False
13.0,161.5,114.1,9,86,95,HI,24,no,yes,2,101,False
9.1,273.6,149.3,4,75,104,WA,0,no,no,0,63,False
14.2,223.2,190.1,6,123,87,MO,29,no,yes,0,138,False
4.9,215.4,138.7,4,58,100,WY,0,no,no,2,104,False
10.9,278.6,273.9,7,103,119,KS,0,yes,no,1,105,True
12.1,286.0,222.3,4,111,101,NM,0,no,no,1,107,True
11.0,232.4,116.9,9,97,120,OK,32,no,yes,0,93,False
11.3,159.2,117.6,10,60,82,CO,39,no,yes,2,54,False
13.1,222.2,220.1,8,109,105,OH,30,no,yes,0,106,False
3.8,232.8,194.6,2,106,114,AL,0,no,no,3,95,False
13.4,170.6,96.8,4,105,123,MS,36,no,yes,2,111,False
12.4,200.1,207.1,2,115,70,FL,0,no,no,1,130,False
12.4,176.2,206.5,5,152,92,MD,0,no,no,5,98,False
10.8,269.3,197.0,4,105,84,DE,0,no,no,1,92,False
11.3,204.7,182.5,8,95,104,AK,0,no,no,4,59,False
7.5,151.5,181.9,3,87,90,AL,0,no,no,1,88,False
11.9,210.1,253.1,4,94,112,OK,33,no,yes,3,86,False
9.8,153.1,109.2,5,80,96,FL,0,no,no,2,119,False
9.3,180.5,98.2,2,69,88,AZ,0,no,no,2,60,False
11.1,219.7,185.6,5,113,106,IL,29,no,yes,2,90,False
8.7,258.2,105.6,3,129,129,MA,0,no,no,0,35,False
9.8,189.6,224.2,4,100,106,PA,23,no,yes,0,65,False
11.5,224.9,176.4,1,123,122,VT,0,no,no,1,85,False
0.0,152.4,151.4,0,97,95,HI,28,no,yes,1,87,False
5.4,274.4,211.9,4,76,40,WV,39,no,yes,1,58,False
13.3,267.3,115.5,5,83,73,ME,0,no,no,3,105,False
13.1,103.0,123.7,4,80,96,AK,0,no,no,1,156,False
10.5,278.2,87.7,10,97,103,TX,0,no,no,1,159,False
10.0,275.4,179.4,5,100,113,MI,29,no,yes,0,105,False
10.0,143.7,102.8,5,95,128,ID,0,no,no,1,127,False
5.8,283.3,179.2,7,101,59,OK,0,no,no,2,35,False
10.5,187.0,181.5,7,119,116,TN,0,no,no,1,88,False
11.2,350.5,170.4,3,68,108,RI,0,no,no,0,121,True
8.2,161.4,73.3,3,82,86,SC,0,no,no,4,88,True
14.7,245.0,261.8,4,135,69,WV,0,no,no,0,63,True
6.8,204.5,221.0,3,110,126,TN,0,no,no,4,37,False
8.7,109.9,170.7,1,113,88,PA,25,no,yes,3,108,False
13.2,212.0,230.1,4,120,107,VT,0,no,no,1,138,False
11.0,136.1,165.6,2,95,123,CO,25,no,yes,3,55,False
8.8,332.8,139.6,2,170,72,NY,35,no,yes,2,150,False
6.7,240.2,83.8,8,96,121,NE,0,no,no,1,86,False
6.4,140.3,226.2,2,114,88,VT,0,no,no,0,126,False
16.4,226.1,272.5,5,94,119,TN,0,no,no,3,112,True
9.2,186.7,230.2,3,121,147,WV,0,no,no,0,43,False
5.6,169.5,227.8,4,112,124,MS,0,no,no,3,189,False
4.1,246.4,146.5,4,65,73,OR,19,no,yes,1,82,False
11.6,224.0,184.5,3,95,118,UT,0,no,no,1,162,False
9.0,310.6,174.6,4,115,107,KS,32,no,yes,1,74,False
8.9,226.6,212.0,7,128,113,ME,0,no,no,3,105,False
12.0,232.3,141.7,5,113,121,OH,36,no,yes,1,39,False
9.8,250.8,261.2,2,105,119,OR,0,no,no,0,53,True
8.4,87.6,168.3,6,91,96,KY,0,no,no,1,122,False
12.0,175.2,259.3,5,97,96,VA,0,no,no,3,105,False
9.0,236.8,243.5,9,108,137,UT,26,no,yes,1,32,False
5.5,173.4,194.2,2,87,147,HI,0,no,no,2,64,False
14.8,258.4,18.9,4,81,92,MI,0,no,no,1,110,False
11.6,155.6,241.1,10,98,72,LA,0,no,no,1,99,False
10.2,230.1,161.9,11,138,100,AL,0,no,no,3,16,False
8.0,257.4,229.4,1,84,104,CT,29,no,yes,2,66,False
13.2,217.6,166.2,2,112,102,MI,0,no,no,4,81,False
2.9,114.8,146.6,7,59,87,LA,33,no,yes,0,123,False
10.0,261.5,191.3,3,113,134,NE,0,no,no,1,124,False
8.3,161.9,149.2,2,109,146,WA,0,no,no,3,48,False
12.7,170.0,123.3,2,85,78,VA,0,no,no,1,164,False
11.6,206.2,144.8,2,111,105,IL,16,no,yes,4,86,False
11.4,203.6,97.4,2,98,57,MO,42,no,yes,2,168,False
10.9,135.0,199.5,3,90,119,KS,42,no,yes,4,170,True
9.5,140.9,234.8,5,91,85,IN,0,no,no,1,87,False
13.8,198.6,186.1,5,140,114,IL,0,yes,no,4,71,True
11.3,242.6,143.5,3,58,76,OH,16,yes,yes,0,61,False
7.8,216.9,211.6,1,80,70,UT,0,no,no,1,126,False
13.3,259.3,109.0,3,120,88,PA,0,no,no,4,75,True
12.7,153.7,216.0,4,115,111,VA,0,no,no,1,128,False
13.3,256.1,149.9,13,110,95,GA,0,no,no,2,117,False
8.5,184.9,157.1,5,122,134,DE,0,no,no,4,122,True
10.0,134.7,180.5,3,102,88,TX,0,no,no,2,51,False
13.7,222.3,127.3,5,115,80,AL,0,yes,no,5,197,True
11.4,261.5,195.1,5,57,91,MA,0,no,no,0,69,False
10.9,142.6,172.5,2,91,78,AK,0,no,no,0,173,False
8.8,208.4,135.7,3,103,107,HI,0,no,no,7,99,True
10.4,189.7,217.8,5,113,93,AL,0,no,no,4,72,False
12.3,204.1,255.9,5,129,97,KY,0,no,no,3,111,False
13.9,159.3,287.1,1,99,115,PA,0,no,no,2,119,True
11.5,202.5,136.4,1,110,104,WV,0,no,no,3,86,False
10.6,164.6,240.3,2,83,146,NE,0,no,no,1,44,False
15.8,115.6,110.9,9,90,74,WY,0,no,no,1,131,False
13.0,182.2,190.1,2,116,105,KS,0,no,no,1,132,False
15.0,210.8,232.1,6,101,81,OR,0,no,no,5,27,False
9.8,298.0,168.6,5,117,102,RI,0,no,no,1,112,False
6.6,250.3,161.3,8,110,97,WA,26,no,yes,1,119,False
10.5,153.3,232.4,2,103,76,AZ,0,no,no,1,68,False
7.3,264.1,94.2,3,100,108,SD,0,no,no,1,119,False
11.0,137.6,109.6,5,108,88,TX,0,no,no,2,90,False
10.6,197.4,174.5,2,116,65,IL,0,no,no,0,156,False
11.4,113.3,102.0,3,134,118,VA,0,no,no,2,90,False
7.7,256.6,12.5,9,90,67,OR,0,yes,no,1,98,False
7.9,183.1,172.8,3,108,58,AK,0,no,no,4,111,True
8.0,184.7,177.1,6,105,97,KY,0,no,no,1,72,False
10.9,220.3,168.8,2,87,97,NV,0,no,no,0,53,False
10.2,204.1,212.8,2,91,79,KY,0,no,no,1,147,False
9.2,210.7,179.2,6,99,77,AZ,0,no,no,2,90,False
3.7,194.6,255.3,5,83,114,MN,0,no,no,3,85,False
13.1,146.7,163.6,3,113,132,CA,38,no,yes,3,75,False
10.2,164.7,55.3,5,124,102,AR,0,no,no,1,110,False
9.3,192.3,139.3,3,95,89,AR,0,no,no,7,115,True
9.9,230.1,198.8,3,73,56,ME,0,no,no,2,120,False
6.1,174.9,248.6,3,93,102,WI,0,no,no,3,101,False
13.2,217.7,220.7,6,110,82,NV,29,yes,yes,1,105,True
16.7,175.8,145.0,3,102,89,KY,0,yes,no,2,91,True
9.4,285.8,220.3,6,72,96,WV,28,no,yes,4,101,False
8.5,151.2,161.9,2,82,85,MT,35,no,yes,1,33,False
10.1,229.7,116.2,3,127,86,FL,0,yes,no,3,85,False
7.5,242.0,183.4,3,115,80,OH,0,no,no,4,73,False
13.7,216.2,154.5,3,91,84,UT,0,no,no,1,81,False
9.6,186.0,46.5,4,114,104,DE,0,yes,no,4,138,True
9.9,204.3,156.5,2,103,67,VA,0,no,no,2,102,False
6.5,149.5,104.6,8,71,121,VA,0,no,no,2,210,False
13.1,119.9,194.6,2,103,84,NE,25,no,yes,2,74,False
13.0,171.7,231.3,6,108,105,IL,0,no,no,1,87,False
10.2,185.6,171.2,7,102,82,WY,0,no,no,1,32,False
9.7,201.3,298.1,4,100,112,NH,0,no,no,2,74,True
9.3,232.3,216.0,4,104,125,VA,42,no,yes,2,99,True
12.8,151.4,153.4,4,97,90,MT,30,no,yes,4,126,True
11.4,213.2,181.6,4,120,91,ID,31,no,yes,1,88,False
9.9,276.5,228.1,5,79,121,WV,0,no,no,2,44,True
5.9,197.6,193.8,4,97,62,NH,35,no,yes,0,121,False
12.2,192.2,220.9,2,97,107,MI,0,no,no,1,79,False
11.1,271.8,140.4,9,92,94,NJ,0,no,no,1,149,False
7.4,155.9,189.3,3,128,77,HI,0,no,no,0,146,False
10.7,197.2,169.4,4,71,107,MT,0,no,no,1,106,False
10.3,157.3,128.8,2,52,104,LA,28,no,yes,2,111,False
11.7,143.3,219.9,7,117,80,IN,0,no,no,1,189,False
9.7,244.3,173.5,2,65,83,NM,0,no,no,3,103,False
9.2,207.6,161.7,4,115,114,MA,34,no,yes,0,67,False
6.6,141.8,105.7,12,100,95,NM,0,no,no,2,65,False
14.0,106.1,209.1,6,80,127,NV,0,no,no,0,143,False
9.4,158.6,214.7,4,138,68,OK,0,no,no,2,52,False
3.8,223.4,140.1,10,111,59,RI,27,no,yes,1,127,False
10.2,235.3,125.0,7,81,99,SD,33,no,yes,2,87,False
0.0,187.0,107.9,0,77,128,CA,0,no,no,0,127,False
11.7,195.5,246.5,4,84,47,VT,0,no,no,1,103,False
12.0,243.3,224.2,8,90,81,MS,0,yes,no,3,102,False
8.4,232.6,183.1,2,110,95,NJ,30,no,yes,0,1,False
13.9,170.9,194.8,4,99,107,TX,0,no,no,0,140,False
11.3,240.5,160.5,4,103,114,IN,0,no,no,1,140,False
11.1,219.7,131.4,2,106,78,MD,0,yes,no,1,93,True
8.3,209.1,195.7,3,87,116,ME,0,no,no,1,102,True
11.5,178.8,88.5,3,108,87,NY,16,no,yes,2,9,False
7.5,208.3,142.5,2,102,92,VT,0,no,no,2,63,False
10.1,180.5,143.3,4,113,134,RI,0,no,no,1,180,False
3.7,121.8,105.0,4,123,86,WV,38,no,yes,0,144,False
15.4,227.9,235.6,9,37,74,WV,28,no,yes,0,153,False
13.1,193.0,156.2,5,54,93,NY,0,no,no,1,104,False
10.2,193.6,171.2,4,74,104,SD,31,no,yes,1,183,False
10.9,142.3,109.1,5,76,134,WI,0,no,no,2,67,False
7.8,248.0,227.4,6,115,67,ND,0,no,no,1,27,False
13.2,114.7,187.2,5,116,110,TN,0,no,no,1,39,False
10.6,213.9,198.6,6,115,111,CT,0,no,no,2,70,False
12.1,111.6,193.1,4,98,104,HI,13,no,yes,1,111,False
5.5,167.1,199.8,4,91,138,DE,0,no,no,1,80,False
11.6,143.4,128.1,3,127,104,AL,24,no,yes,1,182,False
10.9,169.5,205.6,3,93,69,VA,0,no,no,0,16,False
12.0,282.8,191.1,4,56,93,WA,0,no,no,2,117,False
9.3,158.4,123.1,5,82,100,WV,0,no,no,0,107,False
14.3,189.7,120.5,2,52,127,TX,0,no,no,1,130,False
10.9,327.1,232.1,2,88,74,NM,0,no,no,3,41,True
10.9,123.4,154.1,9,84,104,KY,35,no,yes,2,74,False
10.2,196.6,179.1,10,132,123,UT,0,no,no,1,100,False
7.0,199.5,256.5,5,90,112,MS,0,no,no,3,126,False
9.2,169.2,113.0,5,107,108,RI,0,no,no,2,125,True
8.2,225.9,169.3,3,97,88,OK,38,no,yes,0,52,False
7.7,181.5,237.7,4,91,122,IN,0,no,no,1,156,False
12.9,88.3,220.2,5,125,89,NJ,0,no,no,0,138,False
16.2,175.9,166.1,3,106,93,NV,0,no,no,2,105,False
11.0,281.1,206.7,5,83,87,IN,0,no,no,3,7,False
11.4,161.3,174.0,3,115,123,NY,0,yes,no,2,137,False
13.0,183.5,232.8,2,111,97,OH,31,no,yes,0,32,False
7.0,246.7,150.7,4,96,52,MT,0,no,no,2,42,False
6.8,167.3,138.1,3,72,91,VT,32,no,yes,2,93,False
12.4,216.5,223.2,2,114,142,VA,0,no,no,1,21,False
5.0,159.6,213.8,10,84,105,CT,0,yes,no,2,184,False
10.7,155.4,164.2,8,90,109,NM,0,no,no,1,104,False
9.2,120.6,151.0,2,119,98,CT,0,no,no,2,124,False
13.8,205.5,190.5,5,103,128,LA,0,no,no,0,91,False
14.3,215.3,128.3,9,120,78,VA,0,no,no,2,99,False
11.0,128.7,203.4,4,97,110,TX,0,no,no,1,125,False
10.6,161.7,17.6,6,125,121,NH,0,no,no,1,148,False
6.7,305.8,197.3,6,81,91,HI,0,no,no,1,70,False
6.9,239.6,111.8,4,102,85,MO,24,no,yes,1,103,False
11.8,167.2,118.0,2,106,103,NV,35,no,yes,2,116,False
9.8,219.5,102.1,5,97,75,PA,0,no,no,0,136,False
12.1,159.4,176.1,9,81,109,AK,24,no,yes,0,97,False
10.1,192.9,215.6,4,98,74,DE,0,no,no,5,121,False
13.3,178.9,47.8,7,123,120,KS,0,yes,no,0,47,True
12.5,255.9,150.3,4,112,101,ND,0,no,no,2,124,False
10.0,203.2,157.8,2,114,71,MN,0,yes,no,3,124,True
13.4,257.7,301.5,2,72,136,NJ,0,no,no,4,88,True
9.9,231.8,241.0,1,96,120,NV,0,yes,no,1,76,True
4.7,73.2,227.4,7,135,90,GA,0,no,no,0,133,False
9.6,220.6,261.8,5,104,128,UT,0,no,no,1,90,False
8.9,272.3,142.8,4,100,96,IL,43,yes,yes,1,58,False
7.7,233.4,156.4,6,118,108,OR,0,no,no,4,151,False
9.0,233.7,217.5,3,84,123,SC,46,no,yes,4,109,False
11.3,224.2,156.6,1,97,97,TX,34,no,yes,1,19,False
11.8,78.9,254.3,2,104,113,NH,0,no,no,2,124,False
6.4,308.7,148.2,4,67,82,KY,0,no,no,2,88,False
6.4,231.7,124.5,12,90,94,ND,22,no,yes,1,90,False
7.3,176.0,235.8,1,69,130,CT,0,no,no,2,100,False
5.2,230.3,240.2,1,109,78,SD,0,no,no,2,108,False
13.9,247.6,237.9,4,93,125,NJ,0,no,no,1,128,True
9.2,233.9,162.3,4,115,107,NE,37,no,yes,0,91,False
13.8,91.2,251.0,3,96,119,VA,0,no,no,3,138,False
12.3,211.8,231.9,3,91,56,CT,40,no,yes,2,163,False
10.1,262.4,142.2,5,84,107,SD,0,no,no,1,88,False
8.4,157.0,284.4,8,113,89,MA,0,no,no,0,111,True
12.9,187.1,225.4,3,112,79,OH,29,no,yes,1,86,False
